id,Name,Barcode,Manufacturer,Amount,GS1 Form,Food-grade,Material,Colour
2169,Chips m. baconsmag,5712873839292,Salling,200 g,bag,true,plastic,other-colours
2176,Chips m. salt,7310532111994,Taffel,110 g,bag,true,plastic,other-colours
2178,Chips m. sour cream & onion,7310532114100,Taffel,110 g,bag,true,plastic,other-colours
2179,Chips m. havsalt,5701979996459,KiMs,160 g,bag,true,plastic,other-colours
2180,Ristede peanuts m. salt øko,5712874143770,Salling ØKO,200 g,bag,true,plastic,other-colours
2182,Chips m. salt og eddike,5053990107353,Pringles,40 g,can,true,metal,other-colours
2183,Dip m. holidaykrydderi,5701979993250,KiMs,175 g,cup-tub,true,plastic,clear
2187,Lakridsbolcher,5709385039104,Nørregade,200 g,bag,true,plastic,other-colours
2188,Mælkechokoladeæg m. mælkefyld,5712875034749,Kinder,60 g,box,false,fibre-based,other-colours
2190,Vingummidyr,5711070601169,Nordthy,900 g,bag,true,plastic,other-colours
2191,Pebermyntebolcher m. kakaofyld,5709385039111,Nørregade,200 g,bag,true,plastic,other-colours
2192,Saltlakrids m. salmiak,5709385039005,Nørregade,190 g,bag,true,plastic,other-colours
2193,Flødebolcher,5709385039135,Nørregade,190 g,bag,true,plastic,other-colours
2194,Blandede bolcher,5709385039463,Nørregade,210 g,bag,true,plastic,other-colours
2196,Bridgeblanding,5709385007608,Spangsberg,145 g,bag,true,plastic,other-colours
2197,Skumfiduser,5709385043392,Nørregade,350 g,bag,true,plastic,other-colours
2200,Millionær Mix Black,5709385043484,Nørregade,360 g,bag,true,plastic,other-colours
2201,Lakridskonfekt,5709385039746,Nørregade,170 g,bag,true,plastic,other-colours
2202,Engelsk Vingummi,5709385039739,Nørregade,170 g,bag,true,plastic,other-colours
2204,Grammofonplader,5709385039036,Nørregade,200 g,bag,true,plastic,other-colours
2206,Flødekaramelbolcher,5709385039012,Nørregade,190 g,bag,true,plastic,other-colours
2207,Stjerne Mix Berry,5701090070786,Haribo,375 g,bag,true,plastic,other-colours
2213,Pulled pork,5707196215526,Tulip,500 g,box,false,fibre-based,other-colours
2229,Pulled chicken,5707196221008,Tulip,450 g,box,false,fibre-based,other-colours
2233,Hakket oksekød 2-7% (OBS 1 dags holdbarhed),250771,Mesterhakket,400 g,jar,true,plastic,black
2234,Hakket grisekød 4-7% fedt,5707196256949,Slagteren,400 g,tray,true,plastic,black
2242,Filet royal m. barbecuemarinade,5745000172139,Jensens Foods,500 g,tray,true,plastic,clear
2245,Plantebaseret fars hakket vegansk,5707196289893,Den Grønne Slagter,350 g,tray,true,plastic,clear
2257,Flæsk i skiver øko,5707196291780,Salling ØKO,300 g,tray,true,plastic,black
2267,Kyllingeinderfilet,5712875128905,Salling,"2,5 kg",tray,true,plastic,black
2288,Plantebaserede bøffer m. barbecuesmag vegansk,5707196282160,Den Grønne Slagter,226 g,tray,true,plastic,clear
2290,Hamburgerryg,5705333090456,Antonius,1.086 g,sleeve,true,plastic,white
2294,Spareribs m. barbecuemarinade,5712875080685,Salling,1.250 g,box,false,fibre-based,other-colours
2314,Kyllingebryst friland,5712873925155,Princip,310 g,tray,true,plastic,black
2321,Wasabipasta,3760199054594,Sushi Daily,43 g,tube,true,plastic,clear
2322,Gari,3760199054587,Sushi Daily,150 g,jar,true,glass,clear
2337,Veggie Bites,5707196291261,Den Grønne Slagter,"0,3 kg",tray,true,plastic,other-colours
2338,Flap meat steak,5705451062861,Ludvig,"0,4 kg",tray,true,plastic,white
2340,Flæskesteg krogmodnet,5707196261035,Antonius,"1,8 kg",sleeve,true,plastic,clear
2343,Halv kylling med ramsløg og hvidløg,5789000097894,De Danske Familiegårde,750 g,tray,true,plastic,other-colours
2352,Sojasauce,8715035113107,Sushi Daily,150 ml,bottle,true,glass,clear
2360,Risdressing,5060336507920,Sushi Daily,150 ml,bottle,true,glass,clear
2366,Spareribs,250917,Slagtermesteren,1.050 g,tray,true,plastic,black
2367,Kyllingespyd m. barbecue,5789000096156,De Danske Familiegårde,350 g,tray,true,plastic,other-colours
2368,Sojasauce,8715035253100,Sushi Daily,150 ml,bottle,true,glass,clear
2386,Kyllingelårmix m. barbecue,5789000098471,De Danske Familiegårde,800 g,tray,true,plastic,other-colours
2389,Spareribs m. barbecuemarinade,5704080958965,Aalbæk,400 g,sleeve,true,plastic,black
2391,Kyllingespareribs m. barbecuemarinade,5789000095852,De Danske Familiegårde,450 g,tray,true,plastic,other-colours
2397,Kyllingelårfilet med hvidløg og ramsløg,5789000098600,De Danske Familiegårde,400 g,tray,true,plastic,other-colours
2404,Premium Pilsner,4901880833794,Sapporo,650 ml,can,true,metal,other-colours
2405,Pilsner,5712871351277,Asahi,330 ml,bottle,true,glass,other-colours
2412,Svinemørbrad m. bimørbrad,251084,Slagtermesteren,"1,5 kg",tray,true,plastic,black
2444,Hel kylling,5712873023967,Slagtermesterens,1.600 g,sleeve,true,plastic,other-colours
2445,Fiskefars,5709345004203,Deli,500 g,tray,true,plastic,black
2457,Gårdkylling hakket kyllingekød med 3-7% fedt,5789000085761,De Danske Familiegårde,800 g,tray,true,plastic,other-colours
2464,Gårdkylling kyllingelårmix,5789000085747,De Danske Familiegårde,1.000 g,tray,true,plastic,other-colours
2475,Skrabeæg M/L,5701607587059,Vores,530 g,tray,false,fibre-based,other-colours
2480,Smørbar,5740900403376,Lurpak,"0,2 kg",tray,true,plastic,other-colours
2483,Bacon i skiver,5707196214345,Tulip,500 g,sleeve,true,plastic,other-colours
2485,"Letmælk 1,5% fedt",5711953134647,Salling,1 l,gable-top,true,fibre-based,other-colours
2486,"Kakaomælk 0,5% fedt",5704062370846,Matilde,1.000 ml,gable-top,true,fibre-based,other-colours
2488,Hamburgerryg i skiver,5707196154573,Tulip,90 g,tray,true,plastic,clear
2489,Mozzarella,5712870974354,Fellino,200 g,sleeve,true,plastic,other-colours
2490,"Skummetmælk 0,1% fedt",5711953134678,Salling,1 l,gable-top,true,fibre-based,other-colours
2492,"Skummetmælk 0,1% fedt øko",5700426293929,Arla,1 l,gable-top,true,fibre-based,other-colours
2493,"Skyr m. vanilje 0,2% fedt u. tilsat sukker",5711953011399,Cheasy,1.000 g,cup-tub,true,plastic,other-colours
2494,"Minimælk 0,4% fedt",5700426291383,Arla,1 l,gable-top,true,fibre-based,other-colours
2496,Grovhakket Leverpostej,5704000465825,Stryhn's,"0,45 kg",tray,true,metal,other-colours
2497,"Letmælk 1,5% fedt",5700426101217,Arla,1 l,gable-top,true,fibre-based,other-colours
2498,Ost i skiver Danbo,5711953084676,Klovborg,"0,24 kg",tray,true,plastic,clear
2499,Revet mozzarella mild 15% fedt,5711953133985,Salling,150 g,bag,true,plastic,other-colours
2500,Hamburgerryg,5704080957937,3-stjernet,"0,08 kg",sleeve,true,plastic,other-colours
2503,"Yoghurt m. pære og banan 3,1% fedt",5711953133756,Salling,1.000 g,gable-top,true,fibre-based,other-colours
2505,Flødeost pikant 23% fedt,5760466101240,Arla,200 g,tray,true,plastic,other-colours
2506,Fraiche 9% fedt,5711953136313,Salling,500 g,jar,true,plastic,other-colours
2508,Ostehaps,5760466748902,Lillebror,"0,324 kg",box,false,fibre-based,other-colours
2510,Skinke i strimler,5712874638979,Salling,220 g,tray,true,plastic,clear
2511,Økologiske æg S/M,5701607589923,Dava,15 stk,tray,true,plastic,clear
2512,Landspegepølse,5704080958002,3-stjernet,"0,09 kg",sleeve,false,plastic,other-colours
2513,Skrabeæg S/M,5701607582207,Dava,15 stk,tray,true,plastic,clear
2514,Yoggi Yoghurt pære & banan,5700426221045,Arla,1 kg,gable-top,true,fibre-based,other-colours
2515,Rullepølse i skiver,5707196279092,Tulip,90 g,tray,true,plastic,clear
2516,Bacon i tern,5900244020091,Budget,200 g,tray,true,plastic,clear
2519,Fransk Postej,5704000465788,Stryhn's,"0,45 kg",tray,true,metal,other-colours
2520,Roastbeef,5704080957999,3-stjernet,"0,06 kg",tray,true,plastic,black
2521,Baconleverpostej,5707196233728,Tulip,200 g,tray,true,metal,other-colours
2522,"Yoghurt m. jordbær, banan og fersken 2,9% fedt",5710405309022,Danone,300 g,cup-tub,true,plastic,other-colours
2524,Kartoffelspegepølse i skiver,5704080955872,3-Stjernet,125 g,tray,true,plastic,clear
2527,Smørbar,5701043001072,Bakkedal,200 g,tray,true,plastic,other-colours
2528,Revet pizzatopping 20% fedt,5760466817387,Arla,200 g,bag,true,plastic,other-colours
2529,Madlavningsfløde 15% fedt,5760466995184,Arla,500 ml,gable-top,true,fibre-based,other-colours
2530,Fraiche af mælk 5% fedt,5760466996419,Cheasy,500 g,cup-tub,true,plastic,other-colours
2534,Smør øko,5711953025365,Arla,200 g,sleeve,true,plastic,other-colours
2535,Sønderjysk spegepølse i skiver,5707196234053,Tulip,125 g,tray,true,plastic,clear
2536,Blød Hvid Ost,5760466761550,Puck,"0,5 kg",brick,true,fibre-based,other-colours
2537,Madlavningsfløde 8% fedt,5760466994781,Karolines Køkken,500 ml,gable-top,true,fibre-based,other-colours
2538,"Yoghurt m. vanilje 0,1% fedt u. tilsat sukker",5760466793865,Cheasy,1.000 g,gable-top,true,fibre-based,other-colours
2539,Madlavningsfløde 8% fedt,5760466994750,Arla,250 ml,gable-top,true,fibre-based,other-colours
2540,Revet cheddar 34% fedt,5712874215873,Salling,240 g,bag,true,plastic,other-colours
2542,Bacon i tern,5712874664169,Salling,200 g,tray,true,plastic,clear
2546,Økologisk A38 naturel,5760466870306,Arla A38,1 kg,gable-top,true,fibre-based,other-colours
2548,Salatost 45% fedt,5711953121975,Salling,530 g,jar,true,plastic,white
2552,Røget mørbrad i skiver,5707196243192,Tulip,70 g,tray,true,plastic,clear
2553,Flydende til madlavning,5701043000303,AMA,"0,5 l",bottle,true,plastic,other-colours
2554,Bacon i skiver,5707196214284,Tulip,300 g,sleeve,true,plastic,other-colours
2555,Jægerpølse i skiver 9% fedt,57067698,3-Stjernet,110 g,tray,true,plastic,clear
2556,Hamburgerryg i skiver 3% fedt,5707196155433,Den Grønne Slagter,80 g,tray,true,plastic,clear
2557,Spegepølse i skiver,5705333099640,Delika,100 g,tray,true,plastic,black
2558,"Yoghurt m. jordbær 3,1% fedt",5711953133770,Salling,1 l,gable-top,true,fibre-based,other-colours
2559,Pizzadej,5712873949304,Salling,400 g,sleeve,true,plastic,other-colours
2560,Grana Padano 32+,5710405310691,Zanetti,200 g,sleeve,true,plastic,other-colours
2561,Kogt skinke i skiver,5712874244316,Budget,150 g,jar,true,plastic,clear
2563,Fettuccine m. durum og 20% æg,5712873656592,Salling,250 g,tray,true,plastic,clear
2564,"Sødmælk 3,5% fedt øko",5700426293905,Arla,1 l,gable-top,true,fibre-based,other-colours
2566,Lufttørret spansk serranoskinke i skiver,5710405309800,Casa Czaja,60 g,tray,true,plastic,clear
2567,Bacon i skiver,5900244024778,Budget,150 g,sleeve,true,plastic,other-colours
2568,Creme fraiche 18% fedt,5760466871235,Arla,250 g,cup-tub,true,plastic,other-colours
2569,Cheddar mild 35% fedt,5712873999064,Salling,200 g,sleeve,true,plastic,other-colours
2570,Ost i skiver mellemlagret 45+,5711953034053,Riberhus,240 g,tray,true,plastic,clear
2571,Frikadellepølse i skiver 9% fedt,57067704,3-Stjernet,110 g,tray,true,plastic,clear
2573,Saltet og tørret italiensk parmaskinke i skiver,5712871983829,Salling,70 g,tray,true,plastic,clear
2575,Snacksalami,5707196175974,Gøl,80 g,tray,true,plastic,clear
2576,Smørbar øko,5760466904964,Kærgården,200 g,tray,true,plastic,other-colours
2577,Leverpostej,5707196210262,Budget,500 g,tray,true,metal,other-colours
2578,"Skyr m. vanilje 0,2% fedt øko",5712874221522,Salling ØKO,1.000 g,bucket,true,plastic,other-colours
2581,Græsk yoghurt 10% fedt,5709289004505,Athena,1 kg,bucket,true,plastic,white
2583,Mælkesnitter m. chokoladeovertræk,5710405313623,Kinder,120 g,sleeve,true,plastic,other-colours
2584,Pizzadej,5712873949328,Salling,550 g,sleeve,true,plastic,other-colours
2585,"Yoghurt m. jordbær 1,3% fedt",5700426220024,Arla,1.000 g,gable-top,true,fibre-based,other-colours
2586,Salatost,5760466912372,Cheasy,"0,2 kg",cup-tub,true,plastic,other-colours
2587,Smøreost m. skinke 17% fedt,5711953140396,BUKO,200 g,cup-tub,true,plastic,other-colours
2588,Fettuccine m. spinat,5712873657735,Salling,250 g,tray,true,plastic,clear
2591,Makrelsalat,5701018044820,K-salat,"0,15 kg",tray,true,plastic,clear
2592,Grillpølser 61% kød,5707196222371,Steff Houlberg,913 g,sleeve,true,plastic,clear
2593,"Letmælk 1,5% fedt laktosefri",5711953075575,Arla,1 l,gable-top,true,fibre-based,other-colours
2594,Stegemargarine,5701012534822,Budget,500 g,sleeve,true,plastic,other-colours
2595,"Koldskål 2,2% fedt",5700426295008,Arla,1 l,gable-top,true,fibre-based,other-colours
2598,Bacon i tern,5707196214567,Tulip,500 g,tray,true,plastic,clear
2599,Fuldkornstærtedej,5712873949366,Salling,275 g,sleeve,true,plastic,other-colours
2601,"Kærnemælk 0,5% fedt øko",5701852258841,Naturmælk,1 l,gable-top,true,fibre-based,other-colours
2602,Frilandsæg M/L,5701607585543,Dava,10 stk,tray,true,fibre-based,other-colours
2603,Kyllingebryst i skiver m. krydderurter,5712872757368,Vores,14 stk,tray,true,plastic,other-colours
2604,Varmrøget laks,5701785280407,Salling,125 g,tray,true,plastic,black
2605,Hytteost naturel 4% fedt,5711953000690,Arla,450 g,cup-tub,true,plastic,other-colours
2606,Flødeost naturel 25% fedt,5760466740999,Arla,200 g,tray,true,plastic,other-colours
2607,Piskefløde 38% fedt øko,5701852263517,Salling ØKO,500 ml,gable-top,true,fibre-based,other-colours
2608,"Kærnemælk 0,5% fedt",5700426101613,Arla,1 l,gable-top,true,fibre-based,other-colours
2609,"Skyr m. skovbær 0,2% fedt u. tilsat sukker",5711953058677,Cheasy,1.000 g,cup-tub,true,plastic,white
2610,Kamsteg i skiver,5710405311414,Tulip,80 g,tray,true,plastic,clear
2611,Røget filet i skiver,5707196164282,Tulip,80 g,tray,true,plastic,clear
2613,"Ymer 3,5% fedt øko",5711953030352,Arla,1.000 g,gable-top,true,fibre-based,other-colours
2616,"Tykmælk 3,5% fedt",5700426102818,Kløver,1.000 g,gable-top,true,fibre-based,other-colours
2617,Hummus m. sesam,5902973788303,Salling,310 g,cup-tub,true,plastic,clear
2619,Rullepølse i skiver,5900244030595,Budget,130 g,tray,true,plastic,clear
2620,Classic,5730800523601,Cocio,"0,6 liter",bottle,true,glass,clear
2621,Pasteuriserede æggeblommer fra skrabeæg,5701607579771,Dava,4 stk,cup-tub,true,plastic,white
2622,Den Lette Kødpølse,57067544,3-stjernet,"0,11 kg",tray,true,plastic,clear
2624,"Yoghurt naturel 0,5% fedt øko",5711953049330,Arla,1.000 g,gable-top,true,fibre-based,other-colours
2626,Grana Padano 32+,8002710812005,Zanetti,200 g,sleeve,true,plastic,other-colours
2627,"Ostebidder med rejer, skinke, champignon & krydderier",5760466321150,Buko,"0,14 kg",sleeve,true,plastic,other-colours
2629,"Serranoskinke, salchichon og chorizo",5712873641239,Salling,120 g,tray,true,plastic,clear
2632,Yoghurt skovbær,5700426205373,Cheasy,1 kg,gable-top,true,fibre-based,other-colours
2633,Mild skæreost,5760466758611,Cheasy,"0,595 kg",tray,true,plastic,clear
2634,"Yoghurt m. peach melba 3,1% fedt",5711953133800,Salling,1.000 g,gable-top,true,fibre-based,other-colours
2636,"A38 1,5% fedt",5700426219097,Arla,1.000 g,gable-top,true,fibre-based,other-colours
2638,Hotdogpølser 67% kød,5707196133561,Steff Houlberg,375 g,bag,true,plastic,other-colours
2639,Blåskimmelost 70+,5710405310097,Castello,150 g,sleeve,true,plastic,other-colours
2640,Varmrøget laks m. peber,5701785310401,Salling,125 g,tray,true,plastic,black
2641,Toast- og burgerost i skiver m. cheddar 40+,5710405310387,Den Leende Ko,200 g,sleeve,true,plastic,other-colours
2642,Revet cheddar 34% fedt øko,5703855100509,Salling ØKO,140 g,bag,true,plastic,other-colours
2646,Røget rullepølse i skiver,5707196279122,Tulip,90 g,tray,true,plastic,clear
2649,Flødekartofler,8711118024063,Peka,700 g,bag,true,plastic,clear
2651,"Skyr naturel 0,2% fedt øko",5712874221485,Salling ØKO,1.000 g,cup-tub,true,plastic,other-colours
2652,Spegepølse i skiver m. peber,5707196234084,Tulip,125 g,tray,true,plastic,clear
2655,Græsk yoghurt 2% fedt,5790000427161,Athena,1 kg,bucket,true,plastic,white
2656,Baconleverpostej,5707196246698,Tulip,350 g,tray,true,metal,other-colours
2657,Havredrik øko,5701977012038,Naturli',1 l,gable-top,true,fibre-based,other-colours
2658,Salami,5704080955919,3-stjernet,"0,2 kg",tray,true,plastic,clear
2659,Chorizopølse,5712873595747,Salling,200 g,bag,true,plastic,other-colours
2660,Pølsehornsdej,5712873949380,Salling,325 g,sleeve,true,plastic,other-colours
2661,Yoghurt m. pære og vanilje,5711953129087,Cheasy,1.000 g,gable-top,true,fibre-based,other-colours
2663,Finthakket skinkesalat,5704068210122,K-Salat,175 g,tray,true,plastic,clear
2664,"Yoghurt m. jordbær og rabarber 0,1% fedt u. tilsat sukker",5700426205366,Cheasy,1.000 g,gable-top,true,fibre-based,white
2665,Italiensk salat,5704068010449,K-Salat,175 g,tray,true,plastic,clear
2666,Grovhakket leverpostej,5704000001023,Stryhn's,200 g,tray,true,metal,other-colours
2667,Cremefraiche,5760466877794,Karolines Køkken,"0,5 kg",cup-tub,true,plastic,other-colours
2668,Stegte kyllingestrimler,5712873980086,Salling,150 g,tray,true,plastic,clear
2669,"Kakaomælk 1,6% fedt",5712874115524,Salling,1 l,gable-top,true,fibre-based,other-colours
2672,Skinketern,5712874638986,Salling,150 g,tray,true,plastic,clear
2673,Lufttørret spansk serranoskinke i skiver,5712872003847,Salling,100 g,tray,true,plastic,clear
2674,Fransk postej,5704000000729,Stryhn's,200 g,tray,true,metal,other-colours
2675,"Kakaomælk 0,5% fedt",5700426232232,Matilde,6 stk,box,true,fibre-based,other-colours
2676,Mascarpone,8000430172010,Galbani,250 g,tray,true,plastic,other-colours
2679,"Sødmælk 3,5% fedt laktosefri",5711953092459,Arla,1 l,gable-top,true,fibre-based,other-colours
2680,Flødeskum 35% fedt u. tilsat sukker,5710405309183,Président,252 ml,aerosol,true,metal,other-colours
2681,Kyllinge- og baconsalat,5704068010326,K-Salat,175 g,tray,true,plastic,clear
2684,Mild skiveost,5760466956796,Cheasy,"0,2 kg",tray,true,plastic,clear
2685,Salatost i tern 23% fedt kryddermarineret,5701638112527,Taverna,100 g,tray,true,plastic,clear
2686,Kalkunbryst i skiver,5707196139709,Tulip,90 g,tray,true,plastic,clear
2687,"Yoghurt m. fersken og passionsfrugt 0,1% fedt u. tilsat sukker",5760466976527,Cheasy,1.000 g,gable-top,true,fibre-based,other-colours
2688,Skæreost Danbo,5711953148712,Riberhus,"0,585 kg",sleeve,true,plastic,other-colours
2690,"Yoghurt naturel 3,5% fedt",5700426103419,Kløver,1.000 g,gable-top,true,fibre-based,other-colours
2691,Fuldkornspizzadej,5712873949342,Salling,400 g,sleeve,true,plastic,other-colours
2692,Emmentaler 45+,5703855186299,Falengreen,400 g,sleeve,true,plastic,other-colours
2693,Frankfurter,5707196223583,Gøl,"0,5 kg",bag,true,plastic,other-colours
2695,Creme fraiche 38%,5760466871211,Arla,250 g,cup-tub,true,plastic,other-colours
2696,Karrysalat,5704000438058,Graasten,300 g,cup-tub,true,plastic,clear
2697,Toast- og burgerost i skiver 24% fedt,5712874266363,Salling,300 g,sleeve,true,plastic,clear
2698,"Yoghurt m. pære og banan 0,4% fedt øko",5711953049293,Arla,1.000 g,gable-top,true,fibre-based,other-colours
2699,Grillpølser 80% kød,5900244032582,Salling,2.500 g,bag,true,plastic,clear
2700,Kyllingebryst i skiver,4005097670293,Budget,100 g,tray,true,plastic,clear
2703,Grovhakket baconleverpostej m. peber,5704000445940,Stryhn's,300 g,tray,true,metal,other-colours
2704,Protein budding m. chokoladesmag,4100290080389,Arla,200 g,cup-tub,true,plastic,other-colours
2705,Lufttørret spansk chorizo i skiver,5710405309770,Casa Czaja,80 g,tray,true,plastic,clear
2706,Grillpølser 80% kød,5712874374280,Gøl,420 g,bag,true,plastic,other-colours
2707,Kyllingebryst,5707196179194,Den Grønne Slagter,"0,1 kg",tray,true,plastic,clear
2709,"Yoghurt m. pære og banan 1,4% fedt laktosefri",5711953004230,Arla,1.000 g,gable-top,true,fibre-based,other-colours
2710,Baconleverpostej fedtreduceret laktosefri glutenfri,5710405309701,Den Grønne Slagter,250 g,tray,true,metal,other-colours
2712,Parmigiano Reggiano 32+,8002710402008,Zanetti,200 g,sleeve,true,plastic,other-colours
2714,Mælkesnitter,5711044949259,Kinder,280 g,box,false,fibre-based,other-colours
2718,Risdessert m. jordbærsauce,5710405309558,Risifrutti,175 g,cup-tub,true,plastic,other-colours
2719,Mozzarella mini,8000430132267,Galbani,260 g,bag,true,plastic,other-colours
2720,"A38 m. hindbær 0,5% fedt",5760466961660,Arla,1.000 g,gable-top,true,fibre-based,other-colours
2721,Fast modnet ost lagret 6 mdr 29% fedt,5712870256481,Cheese Makers Treasure,190 g,tray,true,plastic,clear
2722,Skæreost mellemlagret 45+,5707673106910,Them,1.190 g,sleeve,true,plastic,other-colours
2723,"Wiener inspireret iskaffe 0,9% fedt",5710326014302,Geia Food,1 l,gable-top,true,fibre-based,other-colours
2725,Favoritsauce,5710405312244,Jensens Køkken,250 ml,bottle,true,plastic,clear
2727,Sønderjysk spegepølse,5703603100300,Slagter Lampe,300 g,sleeve,true,plastic,clear
2728,Frikadeller,5711044170325,Den Gode Frikadelle,250 g,tray,true,plastic,clear
2729,Rullepølse i skiver,5701483190985,Vores,90 g,tray,true,plastic,clear
2731,Kalkunbacon i tern fedtreduceret,5710405309596,Den Grønne Slagter,125 g,tray,true,plastic,clear
2732,Røget rullepølse,5704080957975,3-stjernet,"0,07 kg",tray,true,plastic,other-colours
2735,Oat barista creamer,5701977000912,Naturli',1 liter,gable-top,true,fibre-based,other-colours
2736,Bacon i tern,5707196214536,Tulip,300 g,tray,true,plastic,clear
2739,Makrelsalat,5704000438072,Graasten,300 g,jar,true,plastic,clear
2741,Salatost i tern m. persille og hvidløg 22% fedt,5760466988605,Arla,430 g,cup-tub,true,fibre-based,other-colours
2742,"Minimælk 0,4% fedt øko",5701852261520,Naturmælk,1 l,gable-top,true,fibre-based,other-colours
2743,"Sødmælk 3,5% fedt",5711953146640,Arla,500 ml,gable-top,true,fibre-based,other-colours
2744,Syltede rødløg,5712873450138,Salling,140 g,cup-tub,true,plastic,clear
2745,Revet gouda 27% fedt,5712873998166,Salling,200 g,bag,true,plastic,other-colours
2746,Vegetarpålæg i skiver m. peberfrugt,5707196205213,Den Grønne Slagter,80 g,tray,true,plastic,clear
2748,Skinke i strimler tilsat vand,5712874635657,Salling,800 g,tray,true,plastic,clear
2750,Spegepølse m. hjortekød,5712874247652,Greussener,80 g,tray,true,plastic,clear
2752,Havarti mild 30+,5711953132209,Cheasy,300 g,sleeve,true,plastic,other-colours
2753,"Letmælk 1,5% fedt øko",5701852261513,Naturmælk,1 l,gable-top,true,fibre-based,other-colours
2754,"Yoghurt naturel 1,5% fedt laktosefri",7310865088987,Arla,1.000 g,gable-top,true,fibre-based,other-colours
2755,Koldrøget norsk laks,5711865704426,XXL,500 g,sleeve,true,plastic,clear
2756,Kylling & Bacon,5707196211351,Tulip Pålækker,"0,09 kg",tray,true,plastic,other-colours
2757,Æg M/L øko,5711715000029,Niels & Grete,10 stk,tray,false,fibre-based,other-colours
2758,Pasteuriserede æggehvider,5701607579788,Dava,4 stk,cup-tub,true,plastic,white
2759,Skinke i skiver m. honningsmag,5712872758600,Vores,5 stk,tray,true,plastic,clear
2760,"Flødeost m. hvidløg og urter fedtreduceret 10,5%",7310700676485,Philadelphia,200 g,tray,true,plastic,other-colours
2761,Flødekartofler,8711118027828,Peka,2.000 g,sleeve,true,plastic,clear
2762,Whiskysauce,5710405312411,Jensens Køkken,250 ml,bottle,true,plastic,clear
2764,Gouda m. chili 50+,8711842068159,Landana,200 g,sleeve,true,plastic,clear
2766,Grønlanske rejer i lage XL,5701338913868,Princip,700 g,cup-tub,true,plastic,clear
2769,"Yoghurt m. jordbær 0,4% fedt øko",5711953049316,Arla,1.000 g,gable-top,true,fibre-based,other-colours
2770,"Mælk Latte art 2,6% fedt øko",7310865098542,Arla,1 l,gable-top,true,fibre-based,other-colours
2772,Drikkeyoghurt m. hindbær og blåbær,8718166007963,Arla,250 ml,bottle,true,plastic,clear
2773,Bearnaisesauce,5704000473042,K-Salat,750 g,tray,true,plastic,clear
2774,Karrysild i bidder,5741600101401,Glyngøre,450 g,jar,true,glass,clear
2775,Fløde Leverpostej,5707196233780,Tulip Pålækker,"0,175 kg",tray,true,metal,other-colours
2777,Stegte kyllingespyd,5712873432271,Salling,100 g,jar,true,plastic,clear
2778,Den Originale Bacon,5707196172713,Tulip,"0,375 kg",tray,true,plastic,clear
2779,Spegepølse i skiver,5707196288933,Den Grønne Slagter,80 g,tray,true,plastic,clear
2780,Fiskefrikadeller mini,5703370622173,Salling,208 g,tray,true,plastic,other-colours
2781,Ost i skiver Danbo,5760466985437,Riberhus,"0,2 kg",tray,true,plastic,clear
2783,Rød pesto,5712873799107,Salling,250 g,cup-tub,true,plastic,clear
2784,Cultura Drikkeyoghurt blåbær,5760466920292,Arla,"0,5 liter",bottle,true,plastic,other-colours
2788,Pizzabunde,5712872597100,Princip,2 stk,sleeve,true,plastic,clear
2790,"Alpro soja m. blåbær 1,9% fedt",5411188110743,Alpro,750 g,gable-top,true,fibre-based,other-colours
2791,"Skyr m. vanilje 0,2% fedt øko",5713507034144,Salling ØKO,140 g,cup-tub,true,plastic,other-colours
2792,Kyllingepølse mild øko,5709760085764,Salling ØKO,200 g,sleeve,true,plastic,other-colours
2793,Haydari dip,5712873548552,Salling,175 g,cup-tub,true,plastic,clear
2794,Vegetarisk pålæg i skiver,5707196272338,Den Grønne Slagter,80 g,tray,true,plastic,clear
2795,Kartoffelspegepølse,5703603100508,Slagter Lampe,300 g,sleeve,true,plastic,clear
2796,Yoghurt m. jordbær,7350000550214,Danone,70 g,sleeve,true,plastic,other-colours
2798,Cocktailpølser,5712874663803,Salling,800 g,tray,true,plastic,clear
2799,Brunchpølser m. paprika 80% kød,5704000466051,Langelænder,300 g,bag,true,plastic,other-colours
2802,Ost i tern m. pesto,5712873548538,Salling,100 g,jar,true,plastic,clear
2804,Kyllingepølse i skiver 9% fedt,57067568,3-Stjernet,110 g,tray,true,plastic,clear
2805,Grillpølser,5707196155464,Steff Houlberg,"0,35 kg",bag,true,plastic,other-colours
2806,Bacon i skiver,5707196242485,Tulip,"0,125 kg",tray,true,plastic,clear
2810,Skæreost mellemlagret 45+,5712873991662,Salling,800 g,sleeve,true,plastic,other-colours
2812,Flødeost m. hvidløg og urter 20% fedt,5710405310288,Philadelphia,200 g,tray,true,plastic,other-colours
2813,Ost i skiver ekstralagret 45+,5760466932264,Arla,200 g,tray,true,plastic,clear
2814,Kyllingecocktailpølser,5712874624125,Salling,200 g,tray,true,plastic,clear
2815,Lufttørret italiensk skinke i skiver,8007961659003,Ermes Fontana,60 g,tray,true,plastic,clear
2818,Hvidskimmelost m. chili 65+,5711953036583,Castello,150 g,box,false,fibre-based,other-colours
2819,Grovhakket baconleverpostej,5704000478955,Stryhn's,450 g,tray,true,metal,other-colours
2822,Skyr m. blåbær og vanilje,7310867948630,Stay Strong,900 g,cup-tub,true,plastic,white
2823,"Yoghurt af skyr m. kokos 0,2% fedt u. tilsat sukker",5711953065934,Cheasy,1.000 g,gable-top,true,fibre-based,white
