id,Name,Barcode,Manufacturer,Amount,GS1 Form,Food-grade,Material,Colour
1113,Stang Mix,5.77454E+12,Toms,375 g,bag,TRUE,plastic,other-colours
1114,Poletter,5.77455E+12,Toms,"0,11 kg",bag,TRUE,plastic,other-colours
1116,Chips m. ostesmag,5.70198E+12,KiMs,160 g,bag,TRUE,plastic,other-colours
1117,Familie Guf,7.31035E+12,Malaco,520 g,bag,TRUE,plastic,other-colours
1119,Blandede flødeboller,5.70191E+12,Samba,9 stk,tray,TRUE,plastic,clear
1121,Oreo,7.62221E+12,Marabou,37 g,sleeve,TRUE,plastic,other-colours
1123,Chokoladebar,5.71041E+12,Bounty,57 g,sleeve,TRUE,plastic,other-colours
1124,Svesker u. sten øko,5.76523E+12,Urtekram,200 g,bag,TRUE,plastic,other-colours
1125,Familie Guf,7.31035E+12,Malaco,120 g,bag,TRUE,plastic,other-colours
1126,Chokoladekugler m. lakrids,5.71053E+12,Salling,140 g,bag,TRUE,plastic,other-colours
1128,Stjerner,5.70042E+12,Malaco,"0,092 kg",bag,TRUE,plastic,other-colours
1129,Lakridspastiller m. havsalt sukkerfri,7.31035E+12,Läkerol,50 g,box,FALSE,fibre-based,other-colours
1131,Mørk chokoladeplade 70% kakao øko,5.71287E+12,Salling ØKO,100 g,box,FALSE,fibre-based,other-colours
1133,Chokoladebar,5.71287E+12,Kinder,108 g,bag,TRUE,plastic,other-colours
1134,Ristede peanuts m. grillsmag,5.70198E+12,KiMs,225 g,bag,TRUE,plastic,other-colours
1135,Popcorn m. salt,5.70652E+12,Popz,108 g,bag,TRUE,plastic,other-colours
1136,Kex chokolade,5.71041E+12,Cloetta,156 g,bag,TRUE,plastic,other-colours
1137,Bugles,8.7104E+12,Lay's,"0,125 kg",bag,TRUE,plastic,other-colours
1138,Mørk chokolade 47% kakao m. karamel og havsalt,3.04692E+12,Lindt,100 g,box,FALSE,fibre-based,other-colours
1140,Rosiner øko,2.80031E+11,Regent,250 g,box,TRUE,fibre-based,other-colours
1141,Lakridspastiller sukkerfri,5.77454E+12,Ga-Jol,46 g,box,TRUE,fibre-based,other-colours
1143,Mørk chokolade 70% kakao,5.71041E+12,Lindt,100 g,box,FALSE,fibre-based,other-colours
1144,Tophatte,5.70109E+12,Haribo,"0,12 kg",bag,TRUE,plastic,other-colours
1146,Poter,4.0374E+12,Katjes,"0,11 kg",bag,TRUE,plastic,other-colours
1147,Soltørrede tomater,5.70678E+12,Earth Control,150 g,bag,TRUE,plastic,other-colours
1148,Tyggegummi m. spearmintsmag,5.71287E+12,Vores,81 g,sleeve,TRUE,plastic,other-colours
1149,Guldbarre,5.77454E+12,Toms,"0,045 kg",sleeve,TRUE,plastic,other-colours
1154,"Chips m. løg, hvidløg og chili",5.70198E+12,KiMs,170 g,bag,TRUE,plastic,other-colours
1156,Ristede peanuts m. sour cream & onion,5.70198E+12,KiMs,225 g,bag,TRUE,plastic,other-colours
1158,Dracula Classic,5.70117E+12,Scan Choco,"0,09 kg",bag,TRUE,plastic,other-colours
1159,Blandede chokolader,5.77454E+12,Toms,200 g,box,FALSE,fibre-based,other-colours
1160,Pingvin Hitmix,5.77454E+12,Toms,"0,13 kg",bag,TRUE,plastic,other-colours
1161,Mild 70% Cocoa,3.04692E+12,Lindt Excellence,"0,1 kg",box,FALSE,fibre-based,other-colours
1162,Ristet kokos,5.70678E+12,Earth Control,175 g,bag,TRUE,plastic,other-colours
1163,Stærk salsadip,8.7104E+12,Doritos,280 g,jar,TRUE,glass,clear
1166,Flæskesvær m. jalapeño,5.7014E+12,Øffer,75 g,bag,TRUE,plastic,other-colours
1168,Fruktilurer Frugt & Bær,5.70109E+12,Haribo,"0,12 kg",bag,TRUE,plastic,other-colours
1170,Lakrids Hits,5.77454E+12,Toms,375 g,bag,TRUE,plastic,other-colours
1171,Flad fisk,5.77454E+12,Toms,"0,12 kg",bag,TRUE,plastic,other-colours
1172,Flødebolcher,5.71041E+12,Storck,135 g,bag,TRUE,plastic,other-colours
1173,Kæmpe skildpadder,5.71041E+12,Toms,112 g,sleeve,TRUE,plastic,other-colours
1174,Marcipanbrød,5.77454E+12,Anthon Berg,100 g,sleeve,TRUE,plastic,clear
1175,Choko peanuts,5.71287E+12,Budget,250 g,bag,TRUE,plastic,white
1177,Frugtstænger m. blåbær øko,5.70765E+12,Castus,5 stk,bag,TRUE,plastic,other-colours
1178,Tørret mango øko,5.70106E+12,Urtekram,110 g,bag,TRUE,plastic,other-colours
1179,Mælkechokolade m. saltkaramel og sukkerskal,5.90095E+12,M&M'S,120 g,bag,TRUE,plastic,other-colours
1180,Chips m. flødeost og purløg,7.31053E+12,Taffel,175 g,bag,TRUE,plastic,other-colours
1181,Chips m. sour cream & onion,7.31053E+12,Taffel,130 g,bag,TRUE,plastic,other-colours
1183,Bananchips,5.71287E+12,Delicata,400 g,bag,TRUE,plastic,other-colours
1184,Guf til is med jordbærsmag,5.70107E+12,Dr. Oetker,150 g,bag,TRUE,fibre-based,other-colours
1186,Single malt whisky marzipan bar,5.77454E+12,Anthon Berg,40 g,sleeve,TRUE,plastic,other-colours
1187,Pingvin Stangmix,5.77454E+12,Toms,"0,13 kg",bag,TRUE,plastic,other-colours
1188,Mørk Bounty,40111001,Mars,"0,057 kg",sleeve,TRUE,plastic,other-colours
1190,Pastiller m. saltkaramelsmag og salmiak sukkerfri,7.31035E+12,Läkerol,30 g,bag,TRUE,plastic,other-colours
1191,Mørk chokolade fyld med romssmag u. tilsat sukker,5.70316E+12,Easis,28 g,sleeve,TRUE,plastic,other-colours
1192,Fluffy soft bar banana dark chocolate u. tilsat sukker,5.70316E+12,Easis,30 g,sleeve,TRUE,plastic,other-colours
1193,Chips m. ost,5.05399E+12,Pringles,200 g,cup-tub,TRUE,metal,other-colours
1194,Honningristet Cashew Mix,7.31053E+12,Taffel,"0,11 kg",bag,TRUE,plastic,other-colours
1195,Paw Patrol frugtsnacks m. æble,8.71919E+12,Fruit Funk,100 g,bag,TRUE,plastic,other-colours
1196,Kikærtechips m. rosmarin vegansk,5.70316E+12,Easis,50 g,bag,TRUE,plastic,other-colours
1197,Sour Jacks Watermelon,5.70117E+12,Scan Choco,80 g,bag,TRUE,plastic,other-colours
1198,Center chokoladebar,5.71041E+12,Cloetta,156 g,sleeve,TRUE,plastic,other-colours
1199,Bananchips øko,5.70678E+12,Salling ØKO,165 g,bag,TRUE,plastic,other-colours
1200,Bilar,5.71041E+12,Ahlgrens,125 g,bag,TRUE,plastic,other-colours
1201,Popcorn m. salt til mikrobølgeovn fedtreducerede,5.70652E+12,Popz,240 g,box,FALSE,fibre-based,other-colours
1202,Soft Karamelbar,5.70316E+12,Easis,1 stk,sleeve,TRUE,plastic,other-colours
1203,"Mælkechokoladebar m. fransk nougat, karamel og hasselnødder",5.77454E+12,Toms,200 g,bag,FALSE,plastic,other-colours
1204,Lykke Mix vegetarisk,4.0374E+12,Katjes,110 g,bag,TRUE,plastic,other-colours
1205,Eggs & Frogs fra Click Mix,5.71287E+12,Haribo,10 g,bag,TRUE,plastic,other-colours
1206,Mælkechokolade m. saltkaramel,5.71287E+12,Fazer,145 g,sleeve,TRUE,plastic,other-colours
1207,Super Snacks Holiday,7.31053E+12,Taffel,"0,13 kg",bag,TRUE,plastic,other-colours
1210,Chokoladebar,5.71041E+12,Snickers,50 g,sleeve,TRUE,plastic,other-colours
1211,Lakridspastiller m. saltkaramelsmag sukkerfri,7.31035E+12,Läkerol,50 g,box,TRUE,fibre-based,other-colours
1212,Lakridspastiller m. violsmag sukkerfri,7.31035E+12,Läkerol,50 g,box,TRUE,fibre-based,other-colours
1213,Slikkepinde m. karamel og mælkechokoladeovertræk,5.71041E+12,Fazer,100 g,sleeve,TRUE,plastic,other-colours
1215,Frugtstænger m. figen øko,5.70841E+12,Rasmus Klump,"67,5 g",bag,TRUE,plastic,other-colours
1217,Wine Gums,7.62221E+12,Bassett's,190 g,bag,TRUE,plastic,other-colours
1218,Karameller m. chokoladeovertræk,6.41645E+12,Fazer,250 g,box,FALSE,fibre-based,other-colours
1219,Fruktilurer,5.70109E+12,Haribo,375 g,bag,TRUE,plastic,other-colours
1220,Stjerne Mix,5.70109E+12,Haribo,1.000 g,cup-tub,TRUE,plastic,clear
1221,Vingummi fra Click Mix,5.71287E+12,Haribo,10 g,bag,TRUE,plastic,other-colours
1222,Dino Tomato,5.71452E+12,MÄT,1 stk,bag,TRUE,plastic,other-colours
1223,Dino Cheese,5.71452E+12,MÄT,1 stk,bag,TRUE,plastic,other-colours
1224,Majschips m. rød peber,8.7104E+12,Doritos,170 g,bag,TRUE,plastic,other-colours
1225,Stjerne Mix,5.70109E+12,Haribo,585 g,bag,TRUE,plastic,other-colours
1226,Pingvin Lakrids,5.77454E+12,Toms,110 g,bag,TRUE,plastic,other-colours
1227,Blandede chokolader og karameller,5.77454E+12,Toms,750 g,box,FALSE,fibre-based,other-colours
1228,Schweiziske Urtebolcher,7.6107E+12,Ricola,"0,05 kg",box,TRUE,fibre-based,other-colours
1230,Lakridspiber m. havsalt,7.31035E+12,Skipper's Pipes,136 g,box,FALSE,fibre-based,other-colours
1231,Mælkechokolade m. oreo,7.62221E+12,Marabou,140 g,bag,TRUE,plastic,other-colours
1232,Chokoladekugler m. lakrids,5.71053E+12,Salling,140 g,bag,TRUE,plastic,other-colours
1233,Pearls,5.71287E+12,Haribo,10 g,bag,TRUE,plastic,other-colours
1234,Majssnacks m. salt,5.70678E+12,Earth Control,250 g,bag,TRUE,plastic,other-colours
1235,Flæskesvær,5.70353E+12,Slagter Jensen,150 g,sleeve,TRUE,plastic,other-colours
1236,Ristede cashewnødder m. salt,5.70198E+12,KiMs,325 g,bag,TRUE,plastic,other-colours
1237,Dadler u. sten øko,5.70678E+12,Earth Control,120 g,bag,TRUE,plastic,other-colours
1238,Hit mix,5.77454E+12,Toms,"0,375 kg",bag,TRUE,plastic,other-colours
1239,Fyldt mørk chokolade m. marcipan og blomme i madeira,5.71041E+12,Anthon Berg,"192,5 g",box,FALSE,fibre-based,other-colours
1240,Mintpastiller,5.00043E+12,Polo,102 g,sleeve,TRUE,plastic,other-colours
1241,Majssnacks m. salt,5.71018E+12,Simple Life by Trope,325 g,bag,TRUE,plastic,other-colours
1242,Honningristet mandelmix,7.31053E+12,Taffel,"0,11 kg",bag,TRUE,plastic,other-colours
1243,Chips m. paprika,5.7014E+12,Big Bag,330 g,bag,TRUE,plastic,other-colours
1244,Blandede mini müslibarer,5.71107E+12,Nordthy,700 g,box,TRUE,plastic,clear
1245,Tørrede tranebær øko,5.70106E+12,Urtekram,150 g,bag,TRUE,plastic,other-colours
1246,Blandet Slik Lakrids & Vingummi,5.71107E+12,Nordthy,900 g,bag,TRUE,plastic,other-colours
1250,Skipper Mix,5.70109E+12,Haribo,375 g,bag,TRUE,plastic,other-colours
1251,Chips m. salt,7.31053E+12,Taffel,275 g,bag,TRUE,plastic,other-colours
1252,Magic stars,5.90095E+12,Milky Way,100 g,bag,TRUE,plastic,other-colours
1254,Blandede bolcher m. lakrids- og frugtsmag sukkerfri,5.70105E+12,Evers,70 g,bag,TRUE,plastic,other-colours
1255,Blandede chokolader og karameller,7.61303E+12,Nestlé,900 g,can,TRUE,metal,other-colours
1256,Tropical,7.31035E+12,Malaco,110 g,bag,TRUE,plastic,other-colours
1257,Ristede peanuts m. salt,5.71154E+12,DK-nuts,1.000 g,bag,TRUE,plastic,other-colours
1261,Rawkugler m. chokolade- og banankagesmag,5.70765E+12,Castus,9 stk,bag,TRUE,plastic,other-colours
1263,Skolekridt,6.41645E+12,Fazer,110 g,bag,TRUE,plastic,other-colours
1264,I Like Mix,5.70109E+12,Haribo,585 g,bag,TRUE,plastic,other-colours
1265,Mælkechokolade m. karamelstykker,5.71287E+12,Fazer,145 g,sleeve,TRUE,plastic,other-colours
1266,Popcornmajs,5.70652E+12,Popz,700 g,bottle,TRUE,plastic,clear
1269,Mørk chokolade 70% kakao,5.71041E+12,Marabou,210 g,box,FALSE,fibre-based,other-colours
1271,Finsk lakrids,5.77454E+12,Toms,130 g,bag,TRUE,plastic,other-colours
1272,Blandede stænger,5.77454E+12,Toms,100 g,bag,TRUE,plastic,other-colours
1273,The original marzipan bars,5.77454E+12,Anthon Berg,"0,11 kg",bag,TRUE,plastic,other-colours
1274,Bolcher m. lakridssmag,5.70105E+12,Evers,180 g,cup-tub,TRUE,plastic,clear
1275,Blomstermix,5.77454E+12,Toms,120 g,bag,TRUE,plastic,other-colours
1276,Chokoladedragerede mandler,5.71053E+12,Salling,130 g,bag,TRUE,plastic,other-colours
1277,Racerbiler hindbær- og colasmag,5.77454E+12,Toms,350 g,bag,TRUE,plastic,other-colours
1278,"Pastiller m. fersken-, jordbær- og limesmag sukkerfri",7.31035E+12,Läkerol,30 g,sleeve,TRUE,plastic,other-colours
1279,Soltørrede abrikoser,5.71287E+12,Delicata,300 g,bag,TRUE,plastic,clear
1280,Tørrede kokostern,5.71018E+12,Simple Life by Trope,200 g,bag,TRUE,plastic,other-colours
1281,Stjerne Mix Sour,5.70109E+12,Haribo,375 g,bag,TRUE,plastic,other-colours
1283,Blandede chokolader,5.00016E+12,Celebrations,1.435 g,can,TRUE,plastic,clear
1284,Mørk chokolade 90% kakao,3.04692E+12,Lindt,100 g,box,FALSE,fibre-based,other-colours
1285,Pastiller m. jordbærsmag,87317527,Mentos,"37,5 g",sleeve,TRUE,plastic,other-colours
1286,Saltlakrids,5.77454E+12,SPUNK,23 g,box,TRUE,fibre-based,other-colours
1288,Lakridspastiller m. salmiak sukkerfri,7.31035E+12,Läkerol,50 g,box,TRUE,fibre-based,other-colours
1289,Chokoladebar,5.71041E+12,Kinder,21 g,sleeve,TRUE,plastic,other-colours
1290,Mørk Chokolade,5.70316E+12,Easis,"0,085 kg",box,FALSE,fibre-based,other-colours
1291,Blandede bolcher,5.71287E+12,Salling,250 g,bag,TRUE,plastic,other-colours
1293,Mælkechokolade m. daim,7.62221E+12,Marabou,145 g,bag,TRUE,plastic,other-colours
1294,Lakridskarameller,5.70316E+12,Easis,70 g,bag,TRUE,plastic,other-colours
1295,Tappsy vegetarisk,4.0374E+12,Katjes,500 g,bag,TRUE,plastic,other-colours
1296,Tørrede tranebær,5.71287E+12,Delicata,250 g,bag,TRUE,plastic,clear
1297,"Frugtsnack m. smag af banan, jordbær, kirsebær og fersken øko",8.10165E+11,YumEarth,50 g,bag,TRUE,plastic,other-colours
1298,Saltkringler glutenfri laktosefri,8.0087E+12,Schär,60 g,bag,TRUE,plastic,other-colours
1299,Tyggegummi m. jordbærsmag,7.62221E+12,V6,70 g,box,FALSE,fibre-based,other-colours
1302,Chips m. paprika,5.05399E+12,Pringles,40 g,can,TRUE,metal,other-colours
1304,Sour Skum Sutter,5.70109E+12,Haribo,"0,1 kg",bag,TRUE,plastic,other-colours
1305,Mentholbolcher,5.70105E+12,Evers,180 g,jar,TRUE,plastic,clear
1306,Eventyrland Rainbow vegetarisk,4.0374E+12,Katjes,325 g,sleeve,TRUE,plastic,other-colours
1308,Bananchips,5.71018E+12,Simple Life by Trope,300 g,bag,TRUE,plastic,other-colours
1309,Ristede peanuts m. honning,5.70198E+12,KiMs,135 g,bag,TRUE,plastic,other-colours
1311,Pastiller m. honning- og mentholsmag,4.0303E+12,Vicks,72 g,bag,TRUE,plastic,other-colours
1313,Frugtflager m. jordbær,8.71919E+12,Fruit Funk,16 g,bag,TRUE,plastic,other-colours
1314,Popcorn m. smørsmag til mikrobølgeovn,5.70652E+12,Popz,270 g,box,FALSE,fibre-based,other-colours
1315,Popcorn m. paprika til microbølgeovn,5.70652E+12,Popz,270 g,box,FALSE,fibre-based,other-colours
1316,Blandede chokolader,5.71041E+12,Storck,250 g,box,FALSE,fibre-based,other-colours
1317,Lakridspastiller m. menthol- og eucalyptussmag,5.71041E+12,Fisherman's Friend,25 g,sleeve,TRUE,fibre-based,other-colours
1318,Finsk lakrids m. lakridsrod,5.70101E+12,Princip,225 g,bag,TRUE,plastic,black
1319,Mørk chokolade 47% kakao m. mintsmag,5.71041E+12,Lindt,100 g,box,FALSE,fibre-based,other-colours
1321,Mørk chokolade m. havsalt øko,5.71287E+12,Salling ØKO,100 g,box,FALSE,fibre-based,other-colours
1322,Mørk chokoladebar m. saltkaramelfyld,5.70316E+12,Easis,28 g,sleeve,TRUE,plastic,other-colours
1323,Blomme i madeira mini,5.77454E+12,Anthon Berg,105 g,box,TRUE,fibre-based,other-colours
1324,Chokoladebar,5.71041E+12,Fazer,40 g,sleeve,TRUE,plastic,other-colours
1325,Vaniljefudge,5.70939E+12,Spangsberg,145 g,bag,TRUE,plastic,other-colours
1330,Popcorn m. smørsmag til mikrobølgeovn,5.70652E+12,Popz,270 g,box,FALSE,fibre-based,other-colours
1331,Skittles Fruits,5.00016E+12,Skittles,45 g,box,FALSE,fibre-based,other-colours
1333,"Mandler m. mælkechokolade, lakrids og sukkerskal",5.77454E+12,Toms,75 g,box,TRUE,plastic,other-colours
1334,Lakridspastiller m. kaktussmag sukkerfri,7.31035E+12,Läkerol,50 g,box,TRUE,fibre-based,other-colours
1338,Fin 70% Karamelliseret Nødder,7.6222E+12,Marabou,"0,1 kg",box,FALSE,fibre-based,other-colours
1339,Winegums Raspberry Flavour u. tilsat sukker,5.70316E+12,Easis,80 g,bag,TRUE,plastic,other-colours
1340,Favorit Mix,7.31035E+12,Malaco,115 g,bag,TRUE,plastic,other-colours
1341,Fyldte chokolader,5.70939E+12,Spangsberg,400 g,jar,TRUE,plastic,clear
1342,Popcorn m. karamelsmag,5.70652E+12,Popz,255 g,box,FALSE,fibre-based,other-colours
1343,Havremüslibarer m. æble- og hindbærsmag vegansk,5.02428E+12,Brynmor,4 stk,box,FALSE,fibre-based,other-colours
1345,Frugtflager m. jordbær,5.06004E+12,Fruit Bowl,105 g,bag,TRUE,plastic,other-colours
1348,Skumslik m. chokoladeovertræk,7.31004E+12,Cloetta,130 g,bag,TRUE,plastic,other-colours
1349,Dadler u. sten,5.70678E+12,Earth Control,175 g,bag,TRUE,plastic,other-colours
1350,Tørristede mandler let saltede,5.70678E+12,Earth Control,350 g,bag,TRUE,plastic,other-colours
1353,Salvi,7.31035E+12,Läkerol,"0,075 kg",box,TRUE,fibre-based,other-colours
1355,Bridgeblanding,5.71041E+12,Cloetta,180 g,bag,TRUE,plastic,other-colours
1356,Mintpastiller m. lakridssmag,87108064,Mentos,"37,5 g",sleeve,TRUE,plastic,other-colours
1357,Tyggegummiblanding,7.62221E+12,Bubblicious,96 g,bag,TRUE,plastic,other-colours
1358,Lakridspastiller m. granatæblesmag u. tilsat sukker,5.77454E+12,Ga-Jol,46 g,box,FALSE,fibre-based,other-colours
1359,Mintpastiller,5.71041E+12,Tic Tac,49 g,box,TRUE,plastic,clear
1361,Chocofant,57540924,Toms,1 stk,sleeve,TRUE,plastic,other-colours
1362,Mørk chokolade 85% kakao øko,4.04489E+12,Björnsted,100 g,box,FALSE,fibre-based,other-colours
1365,Det Sure Mix,7.31035E+12,Malaco,115 g,bag,TRUE,plastic,other-colours
1368,Maoam pinballs,4.00169E+12,Haribo,32 g,sleeve,TRUE,plastic,other-colours
1369,Frugtsnack m. æble,8.71933E+12,Fruit Funk,20 g,sleeve,TRUE,plastic,other-colours
1370,"Mælkechokolade m. fyld af mandelkakaocreme, karamelcreme og saltede mandler",7.6222E+12,Marabou,300 g,sleeve,TRUE,plastic,other-colours
1371,Vingummier m. colasmag,5.71041E+12,Haribo,45 g,sleeve,TRUE,plastic,other-colours
1372,Frugtsnacks m. æble og hindbær,5.70765E+12,Castus,30 g,box,FALSE,fibre-based,other-colours
1376,Jumbo rosiner øko,5.76523E+12,Urtekram,300 g,bag,TRUE,plastic,other-colours
1377,"Mælkechokolade m. mælkefyld, karamel og hasselnødder",5.71287E+12,Marabou,300 g,sleeve,TRUE,plastic,other-colours
1378,Blandede slikkepinde,5.70939E+12,Nørregade,400 g,tray,TRUE,plastic,clear
1379,Chokoladekugler m. mælkechokoladefyld,8.00334E+12,Lindt,137 g,bag,TRUE,plastic,other-colours
1380,Pastiller m. eucalyptussmag sukkerfri,7.31035E+12,Läkerol,50 g,box,TRUE,fibre-based,other-colours
1382,Chips m. havsalt,5.71287E+12,Crispy,150 g,bag,TRUE,plastic,other-colours
1384,Skumfiduser,5.71107E+12,Nordthy,300 g,bag,TRUE,plastic,other-colours
1385,Mælkechokoladebar m. marcipanfyld og frugtsmag,5.77454E+12,Anthon Berg,105 g,bag,TRUE,plastic,other-colours
1386,Matroshatte,7.31035E+12,Malaco,120 g,bag,TRUE,plastic,other-colours
1388,Mørk chokolade 60% m. appelsin øko,5.71287E+12,Salling ØKO,100 g,box,FALSE,fibre-based,other-colours
1389,Trøffel chips,8.42694E+12,Torres,"0,125 kg",bag,TRUE,plastic,other-colours
1390,Skumslik m. vaniljesmag overtrukket m. mælke- og mørk chokolade,5.70105E+12,Carletti,105 g,box,FALSE,fibre-based,other-colours
1391,Trøffel m. saltkaramelsmag u. tilsat sukker,5.70316E+12,Easis,30 g,sleeve,TRUE,plastic,other-colours
1392,Fruktilurer Sour,5.70109E+12,Haribo,120 g,bag,TRUE,plastic,other-colours
1394,Mørk chokolade m. karamelcremefyld og rom,5.70939E+12,Spangsberg,120 g,box,FALSE,fibre-based,other-colours
1398,Hvid chokolade u. tilsat sukker,5.70316E+12,Easis,85 g,box,FALSE,fibre-based,other-colours
1399,Soltørrede abrikoser,5.70678E+12,Earth Control,250 g,bag,TRUE,plastic,other-colours
1400,Rodfrugtchips m. havsalt og balsamicoeddike,5.01776E+12,Kettle,100 g,bag,TRUE,plastic,other-colours
1401,Cacao bar,5.71284E+12,Rawbite,1 stk,sleeve,TRUE,plastic,other-colours
1402,Proteinmüslibar m. peanuts og chokolade glutenfri,8.41008E+12,Nature Valley,40 g,sleeve,TRUE,plastic,other-colours
1403,Chips,8.7104E+12,Lay's,"0,175 kg",bag,TRUE,plastic,other-colours
1404,Pastiller m. frugtsmag,87108026,Mentos,38 g,sleeve,TRUE,fibre-based,other-colours
1406,Chokoladebar,5.90095E+12,Milky Way,43 g,sleeve,TRUE,plastic,other-colours
1407,Pebermyntepastiller m. mørk chokolade og sukkerskal,5.77454E+12,Toms,75 g,bag,TRUE,plastic,other-colours
1408,Marcipanbrød,5.77454E+12,Anthon Berg,95 g,box,FALSE,fibre-based,other-colours
1409,Blandede chokoladekugler,8.00334E+12,Lindt,137 g,bag,TRUE,plastic,other-colours
1411,Ristede cashewnødder m. salt,5.76093E+12,Svansø,650 g,bag,TRUE,plastic,clear
1412,Blandede stænger,5.77454E+12,Toms,100 g,sleeve,TRUE,plastic,other-colours
1413,Vingummi m. frugtsmag sukkerfri,5.70105E+12,Evers,70 g,bag,TRUE,plastic,other-colours
1414,Skumfiduser mini,5.41036E+12,Haribo,225 g,bag,TRUE,plastic,other-colours
1415,Mælkechokoladebar m. korn,5.71287E+12,Kinder,"23,5 g",sleeve,TRUE,plastic,other-colours
1416,Skipper's Pipes Original,5.71287E+12,Malaco,17 g,sleeve,TRUE,plastic,other-colours
1417,Godt & Blandet,7.31035E+12,Malaco,520 g,bag,TRUE,plastic,other-colours
1418,Lakridsbolcher m. lakridspulver,5.70105E+12,Evers,180 g,cup-tub,TRUE,plastic,clear
1419,Chips m. guacamolesmag,8.7104E+12,Doritos,170 g,bag,TRUE,plastic,other-colours
1420,Eventyrland Dark Edition vegetarisk,4.0374E+12,Katjes,110 g,bag,TRUE,plastic,other-colours
1423,Frugtstænger m. figen,5.70765E+12,Castus,10 stk,bag,TRUE,plastic,other-colours
1424,Fuldkornssaltstænger m. sesam,5.70819E+12,Snack Creations,200 g,bag,TRUE,plastic,other-colours
1427,Lakridspastiller sukkerfri,7.31035E+12,Läkerol,50 g,box,TRUE,fibre-based,other-colours
1428,Chips m. barbecue,5.05399E+12,Pringles,200 g,can,TRUE,metal,other-colours
1430,Blandede bolcher,5.70105E+12,Evers,180 g,cup-tub,TRUE,plastic,clear
1433,Finsk lakridsstang,6.4125E+12,Panda Pepe,80 g,sleeve,TRUE,plastic,other-colours
1434,Ristede macadamianødder m. salt,5.71287E+12,Salling,125 g,bag,TRUE,plastic,other-colours
1435,Trøffel m. hvid chokolade u. tilsat sukker,5.70316E+12,Easis,30 g,sleeve,TRUE,plastic,other-colours
1436,Flødekarameller m. salt,5.01017E+12,Walkers,150 g,bag,TRUE,plastic,other-colours
1437,Salte fisk vegetarisk,4.0374E+12,Katjes,500 g,bag,TRUE,plastic,other-colours
1441,Sour Jacks Green Apple,5.70117E+12,Scan Choco,80 g,bag,TRUE,plastic,other-colours
1443,Tørrede figner øko,5.76523E+12,Urtekram,250 g,bag,TRUE,plastic,other-colours
1444,Lakridskarameller,5.01017E+12,Walkers,150 g,bag,TRUE,plastic,other-colours
1445,Mælkechokolade m. nougatfyld og hasselnødder,7.61001E+12,Ragusa,100 g,box,FALSE,fibre-based,other-colours
1446,Mælkechokolade m. saltede mandler og honningsmag,4.00042E+12,Rittersport,100 g,sleeve,TRUE,plastic,other-colours
1447,Soft Bar Peanuts,5.70316E+12,Easis,"0,03 kg",sleeve,TRUE,plastic,other-colours
1448,Pastiller m. hyldeblomstsmag sukkerfri,7.6107E+12,Ricola,50 g,box,FALSE,fibre-based,other-colours
1451,Majschips m. barbecue,5.71041E+12,Doritos,170 g,bag,TRUE,plastic,other-colours
1452,Dumle Snacks Choco Chewie,6.41645E+12,Fazer,100 g,bag,TRUE,plastic,other-colours
1454,Skumslik m. chokoladeovertræk,7.31004E+12,Cloetta,130 g,bag,TRUE,plastic,other-colours
1455,Matador Dark Mix,5.70109E+12,Haribo,585 g,bag,TRUE,plastic,other-colours
1457,Müslibar m. tranebær,5.71287E+12,Salling,4 stk,box,FALSE,fibre-based,other-colours
1459,Party Mix,5.71107E+12,Nordthy,800 g,bag,TRUE,plastic,other-colours
1460,Chokoladebar,5.00016E+12,Mars,170 g,bag,TRUE,plastic,other-colours
1461,Frugtsnacks m. solbær,5.06004E+12,Fruit Bowl,105 g,bag,TRUE,plastic,other-colours
1463,Beef Jerky,4.2511E+12,Jack Links,"0,025 kg",bag,TRUE,plastic,other-colours
1464,Lakridspastiller u. tilsat sukker,5.70741E+12,Bon Coca,25 g,can,TRUE,metal,other-colours
1465,Crispy pouch,5.00016E+12,M&M's,"0,128 kg",bag,TRUE,plastic,other-colours
1467,Karamelstang,5.77454E+12,Toms,27 g,sleeve,TRUE,plastic,other-colours
1468,Kick m. havsalt,7.31035E+12,Malaco,19 g,sleeve,TRUE,plastic,other-colours
1469,Bolcher m. salmiak og pebermynte u. tilsat sukker,5.70316E+12,Easis,70 g,bag,TRUE,plastic,other-colours
1472,Ægte frugt slik,7.31035E+12,Malaco,110 g,bag,TRUE,plastic,other-colours
1473,P-tærter,5.70105E+12,Carletti,"0,15 kg",bag,TRUE,plastic,other-colours
1474,Mørk chokolade 70% kakao m. havsalt og pekannødder,5.71041E+12,Marabou,100 g,box,FALSE,fibre-based,other-colours
1475,Osterejer,8.7104E+12,Cheetos,125 g,bag,TRUE,plastic,other-colours
1477,Mega Bite mix,5.70109E+12,Haribo,565 g,bag,TRUE,plastic,other-colours
1478,Mini Flipper m. sød og salt lakrids,7.31035E+12,Cloetta,120 g,bag,TRUE,plastic,other-colours
1480,Nødde- og frugtblanding m. krydderier,5.71287E+12,Salling,135 g,bag,TRUE,plastic,other-colours
1481,Blandede karameller,5.70968E+12,Toms,1.000 g,box,TRUE,plastic,clear
1485,Salt Mix,5.77454E+12,Toms,350 g,bag,TRUE,plastic,other-colours
1486,Pistacienødder m. salt,5.70198E+12,KiMs,225 g,bag,TRUE,plastic,other-colours
1487,Hygge guf,5.77454E+12,Toms,350 g,bag,TRUE,plastic,other-colours
